log_s,log_rs,log_rs_diff,north,south
2.973127854,2.01508284,1.961848052,2.171805938,2.112057128
2.973589623,2.015535834,1.962279912,2.172297199,2.112417019
2.974050903,2.015994049,1.962720134,2.172784147,2.112768413
2.974511693,2.016453111,1.963156919,2.173269955,2.113114021
2.974971994,2.016931067,1.963566864,2.173761056,2.113454078
2.975431809,2.017420408,1.963958829,2.174252421,2.1137905
2.975891136,2.01791469,1.964361204,2.174735839,2.114121929
2.976349979,2.018438822,1.964783179,2.175226625,2.114442205
2.976808337,2.018965042,1.965218187,2.175717262,2.114756227
2.977266212,2.019498277,1.965662397,2.176210195,2.115076293
2.977723605,2.020024081,1.966121067,2.176708543,2.115416202
2.978180517,2.020537106,1.966578487,2.17721703,2.115755449
2.978636948,2.021035898,1.967040428,2.177745315,2.116099567
2.979092901,2.021530228,1.967531125,2.178288059,2.116452213
2.979548375,2.022020993,1.968015403,2.178832995,2.116811805
2.980003372,2.022505325,1.968505639,2.17937665,2.117167127
2.980457892,2.022988594,1.969005544,2.179919196,2.117524922
2.980911938,2.023496459,1.969511552,2.180461639,2.117877955
2.981365509,2.023998656,1.970017287,2.18100861,2.118237271
2.981818607,2.024489666,1.970521572,2.181558876,2.11860048
2.982271233,2.024981631,1.971020975,2.182119987,2.118964634
2.982723388,2.025474182,1.97151646,2.1826817,2.119329905
2.983175072,2.025949206,1.972022773,2.183242163,2.119695679
2.983626287,2.02641237,1.972524123,2.183802032,2.120068334
2.984077034,2.026883738,1.973023902,2.184358781,2.120453
2.984527313,2.027335722,1.973513929,2.184916376,2.120849594
2.984977126,2.027790022,1.974003334,2.185475695,2.121245569
2.985426474,2.02823867,1.974489416,2.186031177,2.121647856
2.985875357,2.028701474,1.974976912,2.186581295,2.122048577
2.986323777,2.029142603,1.975463459,2.187129624,2.122454514
2.986771734,2.029565371,1.975946883,2.187676756,2.12286363
2.98721923,2.02999251,1.976428003,2.188224394,2.123271829
2.987666265,2.030422395,1.976903075,2.188771867,2.123681436
2.98811284,2.030866784,1.977379443,2.189317802,2.124090176
2.988558957,2.03129723,1.977854611,2.189866814,2.124495599
2.989004616,2.031719979,1.978330861,2.190415831,2.124902386
2.989449818,2.032141891,1.978803487,2.190974485,2.125310238
2.989894564,2.032562143,1.979270703,2.191536329,2.125717682
2.990338855,2.032976313,1.979739721,2.192103234,2.126122524
2.990782692,2.033394045,1.980208001,2.192678396,2.126522839
2.991226076,2.033807952,1.980674691,2.193262053,2.126922114
2.991669007,2.03420658,1.981139861,2.193845827,2.127316274
2.992111488,2.034593806,1.981605037,2.194432767,2.127710928
2.992553518,2.034966501,1.982067177,2.195030646,2.128108328
2.992995098,2.035339155,1.982525042,2.195630401,2.128508696
2.99343623,2.035705397,1.982985792,2.196232267,2.128908859
2.993876915,2.036094134,1.983451042,2.196840608,2.129316179
2.994317153,2.036474085,1.983922479,2.197453626,2.129731111
2.994756945,2.036851076,1.984390873,2.198071873,2.130152233
2.995196292,2.037225346,1.98485359,2.198706774,2.130590253
2.995635195,2.037594522,1.985327863,2.199342792,2.131048141
2.996073654,2.037987079,1.985802365,2.199980746,2.131508762
2.996511672,2.038373523,1.986282613,2.200617305,2.13199728
2.996949248,2.03875665,1.986760518,2.201248328,2.132503054
2.997386384,2.039131183,1.987237064,2.201875572,2.133012248
2.997823081,2.03953139,1.987719797,2.202502733,2.133534412
2.998259338,2.039960653,1.988201631,2.203129751,2.134082359
2.998695158,2.040388221,1.988671063,2.203751254,2.134635696
2.999130541,2.040835282,1.989143711,2.204368746,2.135186432
2.999565488,2.041295407,1.98960516,2.204982262,2.135727508
3,2.041765896,1.990057122,2.205592767,2.136257443
3.000434077,2.042254282,1.990518345,2.206204697,2.136782643
3.000867722,2.042746031,1.991003111,2.206819828,2.137301197
3.001300933,2.043234494,1.991484837,2.207430187,2.137810943
3.001733713,2.043727793,1.991963388,2.208039876,2.138309584
3.002166062,2.044206266,1.992436233,2.208642387,2.138798022
3.002597981,2.044679946,1.992919672,2.209244213,2.139288108
3.003029471,2.045153956,1.993400879,2.209842832,2.139778731
3.003460532,2.045615109,1.993882662,2.210435717,2.140266993
3.003891166,2.046070356,1.994367237,2.211016852,2.140747586
3.004321374,2.04652243,1.994856594,2.21158922,2.141218962
3.004751156,2.046974983,1.995362599,2.212153779,2.141683795
3.005180513,2.04744161,1.995864552,2.212713295,2.142142484
3.005609445,2.047923547,1.996364469,2.213268051,2.142593144
3.006037955,2.048399698,1.99684941,2.213828184,2.143034033
3.006466042,2.04886132,1.997332987,2.214385763,2.143465122
3.006893708,2.049338977,1.997807463,2.214941844,2.143887392
3.007320953,2.049848033,1.998281577,2.215495114,2.144300232
3.007747778,2.050330092,1.998803315,2.216047756,2.144704236
3.008174184,2.050834045,1.999326116,2.216594053,2.145108218
3.008600172,2.051339554,1.999850619,2.217140716,2.145506967
3.009025742,2.051839277,2.000363342,2.217680582,2.145906103
3.009450896,2.052342649,2.000878671,2.218215066,2.146312753
3.009875634,2.052853515,2.001394673,2.218736625,2.146710482
3.010299957,2.053406721,2.001898075,2.219257372,2.14711989
3.010723865,2.053982099,2.002395762,2.219768264,2.147540237
3.011147361,2.054553427,2.002897398,2.220278962,2.147994912
3.011570444,2.055136022,2.003395062,2.220790896,2.148473566
3.011993115,2.055721038,2.00389351,2.221310329,2.148956808
3.012415375,2.056293085,2.004398872,2.221823592,2.149438779
3.012837225,2.056871094,2.004897814,2.222331984,2.149912433
3.013258665,2.057450206,2.005386005,2.222836341,2.150375727
3.013679697,2.058035874,2.005865797,2.223339334,2.150832162
3.014100322,2.058615868,2.006354511,2.223840903,2.151289562
3.014520539,2.059199156,2.006850576,2.224338905,2.151741136
3.01494035,2.059775944,2.007339689,2.224827668,2.152189159
3.015359755,2.060359398,2.007816874,2.22530515,2.152634643
3.015778756,2.060936052,2.008297215,2.225773115,2.153074497
3.016197354,2.061525418,2.008780078,2.226235135,2.153506799
3.016615548,2.062101565,2.009247515,2.226692539,2.153935024
3.017033339,2.062684532,2.009708635,2.227149931,2.154357762
3.01745073,2.063267555,2.010175005,2.227610157,2.154777331
3.017867719,2.063831562,2.010634233,2.228066605,2.155189245
3.018284308,2.064388148,2.01108551,2.228525579,2.15559517
3.018700499,2.064946659,2.011543995,2.228994638,2.156010883
3.01911629,2.065496574,2.012009231,2.229465375,2.156434151
3.019531685,2.066049074,2.012468071,2.229933035,2.156864799
3.019946682,2.066602204,2.012929953,2.23039383,2.157297302
3.020361283,2.067178186,2.013397752,2.230854737,2.157730989
3.020775488,2.067750523,2.013852687,2.231305505,2.15816506
3.021189299,2.068306407,2.014285545,2.231750297,2.158599907
3.021602716,2.068869929,2.014715546,2.232190949,2.159027836
3.02201574,2.069423721,2.015142355,2.232624115,2.159463773
3.022428371,2.069985634,2.015576765,2.233055535,2.159912872
3.022840611,2.070539369,2.016001133,2.233480789,2.160363019
3.02325246,2.071084855,2.01643003,2.23390059,2.160821439
3.023663918,2.071642236,2.016858753,2.234317891,2.161284452
3.024074987,2.072197343,2.017284147,2.234726929,2.161756654
3.024485668,2.072743564,2.017710923,2.235140017,2.162240125
3.02489596,2.073297419,2.018136322,2.235553766,2.162729989
3.025305865,2.073854667,2.018565753,2.235977288,2.163221094
3.025715384,2.074401526,2.018982944,2.236409109,2.163718586
3.026124517,2.074954809,2.019387923,2.236844121,2.164215843
3.026533265,2.075498004,2.019777313,2.23728224,2.164717633
3.026941628,2.076038901,2.020167692,2.237714701,2.165223448
3.027349608,2.076578059,2.020561223,2.238148676,2.165731871
3.027757205,2.077112535,2.020949678,2.238573891,2.166248316
3.028164419,2.077649478,2.021356003,2.239001936,2.166764759
3.028571253,2.078183032,2.021773183,2.239433499,2.167276941
3.028977705,2.078704666,2.022184618,2.239864808,2.167789884
3.029383778,2.079227159,2.022588333,2.24029763,2.168300744
3.029789471,2.07973734,2.022988246,2.240737374,2.168814629
3.030194785,2.080246396,2.023384477,2.241174154,2.169328521
3.030599722,2.080757306,2.023781853,2.241603402,2.169841684
3.031004281,2.081256165,2.024174179,2.242033583,2.170348589
3.031408464,2.081757539,2.024560445,2.242472293,2.170853913
3.031812271,2.082245626,2.024953575,2.242907556,2.171359042
3.032215703,2.082732577,2.025338475,2.243341932,2.171861582
3.032618761,2.083212678,2.025712104,2.243771302,2.172374498
3.033021445,2.083697382,2.026089569,2.244204584,2.17289245
3.033423755,2.084181508,2.026461112,2.244634049,2.173410034
3.033825694,2.084662366,2.026835968,2.245056775,2.173928317
3.034227261,2.085130399,2.027216473,2.245481617,2.174442776
3.034628457,2.08559207,2.027598125,2.245906987,2.1749526
3.035029282,2.08605619,2.027975507,2.246326548,2.175462226
3.035429738,2.086510886,2.028349942,2.246746564,2.17596805
3.035829825,2.086956161,2.028724055,2.247170821,2.176469425
3.036229544,2.087392104,2.029095478,2.247592195,2.17697055
3.036628895,2.087829285,2.02946643,2.248008897,2.177465406
3.03702788,2.088263476,2.029832719,2.248429525,2.177957058
3.037426498,2.088694426,2.030194899,2.248846635,2.178449995
3.037824751,2.089119772,2.030566529,2.249264324,2.178940035
3.038222638,2.08955395,2.030943988,2.249693744,2.179428956
3.038620162,2.089983945,2.031325069,2.250122146,2.179915866
3.039017322,2.090416926,2.031703203,2.250548678,2.180397148
3.039414119,2.090855255,2.03208502,2.250972704,2.18087274
3.039810554,2.091317146,2.032465631,2.251397023,2.181343247
3.040206628,2.091777158,2.032846033,2.251817383,2.181810722
3.04060234,2.092225558,2.033227608,2.252237962,2.182271802
3.040997692,2.092682653,2.033612651,2.252666851,2.182724846
3.041392685,2.093145968,2.033994704,2.253097864,2.183173067
3.041787319,2.093609495,2.03437278,2.253527975,2.183614147
3.042181595,2.094067982,2.034752266,2.253957522,2.184046661
3.042575512,2.094523194,2.035127421,2.254385411,2.184473695
3.042969073,2.09497633,2.035492365,2.254811314,2.184891761
3.043362278,2.095439492,2.035852809,2.255239914,2.185301586
3.043755127,2.095897868,2.036211854,2.255665835,2.18570432
3.044147621,2.096359761,2.036570228,2.256090878,2.186103014
3.04453976,2.096831148,2.036927105,2.256514384,2.186495093
3.044931546,2.097286365,2.037281249,2.256938436,2.186879652
3.045322979,2.097744999,2.037631467,2.257364278,2.187259598
3.045714059,2.09820316,2.037979561,2.257789308,2.187632736
3.046104787,2.098662545,2.03832075,2.258218564,2.187999012
3.046495164,2.099116191,2.038660591,2.258653986,2.188356339
3.046885191,2.099544968,2.039000369,2.259095595,2.188706086
3.047274867,2.099984729,2.039334394,2.259543765,2.189052916
3.047664195,2.100434458,2.039666114,2.259998819,2.189395218
3.048053173,2.10088913,2.039994752,2.260448552,2.189735004
3.048441804,2.101356118,2.040313206,2.260898773,2.190069761
3.048830087,2.101819967,2.040631122,2.26134652,2.19039445
3.049218023,2.102293926,2.040942873,2.261790962,2.190713276
3.049605613,2.102758674,2.041249222,2.26223969,2.191024184
3.049992857,2.103239898,2.041554351,2.262688746,2.191328017
3.050379756,2.103718419,2.041858688,2.263140183,2.191628461
3.050766311,2.104201486,2.042161629,2.263604102,2.191928017
3.051152522,2.104679805,2.042466955,2.264071164,2.192226257
3.051538391,2.105133739,2.042762407,2.264543025,2.192516296
3.051923916,2.105591492,2.043053252,2.265018797,2.192807547
3.0523091,2.106046339,2.043345138,2.265492826,2.193093468
3.052693942,2.106509997,2.043627998,2.265968345,2.19337845
3.053078443,2.106967537,2.043913281,2.266439234,2.193665912
3.053462605,2.10741356,2.044192923,2.266906269,2.193951028
3.053846427,2.107858743,2.044465758,2.267371918,2.194231766
3.05422991,2.108310661,2.044737104,2.267832339,2.194513022
3.054613055,2.108753878,2.045009442,2.268291066,2.194793737
3.054995862,2.109209071,2.045282826,2.268746142,2.195073626
3.055378331,2.109643059,2.04555635,2.269203599,2.195351485
3.055760465,2.110082607,2.045827956,2.269660535,2.195627194
3.056142262,2.110526989,2.046100854,2.270112027,2.195901957
3.056523724,2.110963882,2.046372416,2.270561993,2.19617435
3.056904851,2.111398046,2.046633338,2.271007376,2.196448647
3.057285644,2.111831771,2.046879736,2.271448662,2.19672797
3.057666104,2.112285978,2.047135582,2.271889893,2.197011159
3.05804623,2.112731008,2.047392394,2.272329673,2.197293614
3.058426024,2.113167546,2.04765571,2.272772959,2.197570957
3.058805487,2.113628068,2.047920507,2.273221621,2.197848302
3.059184618,2.114085596,2.048184981,2.273673047,2.198134132
3.059563418,2.11452031,2.048447805,2.274125145,2.198420079
3.059941888,2.114937693,2.048699495,2.274577387,2.198715544
3.060320029,2.115350172,2.048962101,2.275028046,2.199049524
3.06069784,2.11576267,2.049222045,2.275477011,2.199459516
3.061075324,2.116152188,2.049470204,2.275923014,2.199920994
3.061452479,2.116537741,2.049720606,2.276366647,2.200405182
3.061829307,2.116967587,2.04996961,2.276802532,2.200893748
3.062205809,2.117374953,2.050214682,2.277235218,2.201388126
3.062581984,2.117822781,2.050464103,2.277666657,2.201885688
3.062957834,2.118298691,2.050721194,2.278093824,2.202386224
3.063333359,2.118753604,2.050978846,2.278520961,2.202884727
3.063708559,2.119202243,2.051244748,2.278947851,2.203396273
3.064083436,2.119632172,2.05150266,2.279370392,2.203905255
3.064457989,2.120064774,2.051746477,2.279789838,2.204412319
3.06483222,2.120517253,2.051979226,2.280206401,2.204928277
3.065206128,2.120956877,2.052205962,2.280625214,2.205448843
3.065579715,2.121389934,2.052440633,2.28104323,2.205971887
3.06595298,2.121813525,2.052676103,2.281458618,2.20648987
3.066325925,2.122216681,2.052911099,2.281876052,2.207008234
3.06669855,2.122617261,2.053141709,2.282293014,2.207526341
3.067070856,2.123015382,2.053369466,2.282706697,2.208042131
3.067442843,2.123424435,2.053598641,2.283118772,2.208559856
3.067814511,2.123829104,2.053820996,2.283526143,2.209078875
3.068185862,2.124241669,2.054034889,2.283934125,2.209600681
3.068556895,2.12464551,2.054258472,2.284344349,2.210128731
3.068927612,2.125048962,2.054483785,2.284751011,2.210662445
3.069298012,2.125452365,2.054709419,2.285156497,2.21121043
3.069668097,2.125855728,2.054941118,2.285560439,2.211768955
3.070037867,2.126255313,2.055179571,2.285964691,2.212336251
3.070407322,2.126661737,2.055423221,2.2863701,2.212913424
3.070776463,2.127071626,2.055674599,2.286780565,2.213489718
3.07114529,2.127482036,2.055915861,2.287195793,2.214064175
3.071513805,2.127911896,2.056149751,2.287613354,2.214641514
3.071882007,2.12833317,2.056381318,2.288038817,2.215215172
3.072249898,2.128738555,2.056618484,2.288464315,2.215781446
3.072617477,2.129127615,2.056852167,2.288885838,2.216340326
3.072984745,2.129518067,2.057081709,2.289303469,2.216901014
3.073351702,2.129891466,2.057310556,2.289723974,2.217473726
3.07371835,2.130264237,2.057539061,2.290141385,2.218047705
3.074084689,2.130636553,2.05776324,2.290554328,2.218614434
3.074450719,2.131020531,2.057983283,2.290968346,2.219181375
3.074816441,2.131384591,2.058205593,2.291390913,2.219745463
3.075181855,2.131772921,2.058424898,2.29181687,2.22030564
3.075546961,2.132131618,2.058649872,2.292241369,2.220857889
3.075911761,2.13251401,2.058875831,2.292668073,2.22140337
3.076276255,2.132869692,2.059104981,2.293097642,2.221941933
3.076640444,2.133242698,2.059338212,2.293526418,2.222472546
3.077004327,2.133608199,2.059573332,2.293953623,2.222998067
3.077367905,2.133971184,2.059801882,2.294378986,2.223523063
3.07773118,2.134317883,2.060029527,2.294805178,2.22404109
3.07809415,2.134668145,2.060261797,2.295229059,2.224550753
3.078456818,2.135020648,2.060481982,2.295649874,2.225056657
3.078819183,2.135367654,2.060705155,2.296070217,2.225553153
3.079181246,2.135714787,2.060932616,2.296484875,2.226043923
3.079543007,2.136048167,2.061152436,2.296894459,2.226530395
3.079904468,2.136371703,2.061370683,2.297299608,2.227011899
3.080265627,2.136690731,2.061588492,2.297702095,2.227483639
3.080626487,2.137006318,2.061803544,2.298100745,2.227950481
3.080987047,2.137303438,2.062019128,2.298494335,2.228405635
3.081347308,2.137602663,2.062238176,2.298886483,2.228857202
3.08170727,2.137900035,2.0624581,2.299275459,2.229307353
3.082066934,2.138209809,2.062680112,2.29966218,2.229743833
3.082426301,2.138536666,2.062902668,2.300052124,2.230173783
3.08278537,2.138866257,2.063123787,2.300445578,2.230599836
3.083144143,2.139190125,2.063345779,2.300838698,2.231016893
3.08350262,2.139508007,2.063567255,2.301231328,2.231420512
3.083860801,2.139840755,2.063788131,2.301625135,2.231817
3.084218687,2.140160471,2.064010447,2.302019029,2.23220377
3.084576278,2.140472543,2.064234159,2.302412042,2.232582464
3.084933575,2.140785235,2.064457862,2.302801006,2.23295596
3.085290578,2.141119255,2.064680645,2.303190821,2.233326268
3.085647288,2.141437562,2.06490413,2.303580176,2.233692536
3.086003706,2.14176706,2.065128975,2.303970588,2.234051662
3.086359831,2.142104595,2.065355784,2.304359995,2.234401329
3.086715664,2.142476868,2.065581384,2.304745385,2.234743545
3.087071206,2.142843163,2.065806186,2.305128291,2.235076714
3.087426457,2.143191666,2.066027918,2.305513491,2.235403062
3.087781418,2.143540214,2.066246213,2.305899369,2.23571891
3.088136089,2.143883265,2.066464058,2.306284034,2.236025136
3.08849047,2.144220264,2.066683746,2.306667125,2.236326687
3.088844563,2.144565856,2.066904341,2.307052813,2.236617224
3.089198367,2.14491744,2.067128025,2.307441426,2.236898578
3.089551883,2.145280221,2.067354727,2.307828472,2.237170536
3.089905111,2.145655421,2.067579694,2.308215256,2.237434138
3.090258053,2.146052547,2.067804763,2.308602582,2.237688625
3.090610708,2.146450862,2.068030952,2.308988924,2.237933203
3.090963077,2.146848849,2.068260549,2.309378071,2.238172308
3.09131516,2.147247415,2.068492501,2.309768445,2.238404492
3.091666958,2.147652674,2.068722444,2.310158111,2.238627097
3.092018471,2.148068657,2.068946783,2.310543135,2.238837155
3.0923697,2.148478994,2.069166347,2.310924883,2.239036732
3.092720645,2.148879917,2.069386414,2.311310215,2.239231191
3.093071306,2.149283669,2.069608006,2.311701603,2.23941442
3.093421685,2.149674843,2.06983033,2.312091383,2.239593275
3.093771781,2.150061564,2.070054867,2.312480739,2.239770458
3.094121596,2.150445669,2.070280683,2.312870707,2.239944457
3.094471129,2.150830457,2.070507778,2.31325988,2.240115341
3.09482038,2.151223402,2.070736277,2.313647349,2.240282329
3.095169351,2.151605155,2.070960868,2.314032762,2.240449583
3.095518042,2.151987401,2.071187453,2.314416939,2.24061751
3.095866453,2.152370642,2.071420805,2.314806612,2.240778415
3.096214585,2.152756725,2.07165553,2.315197719,2.240936365
3.096562438,2.153154875,2.071895562,2.315591585,2.241088443
3.096910013,2.153566641,2.072137335,2.315987733,2.24123802
3.09725731,2.153987818,2.072381454,2.316385027,2.241390041
3.097604329,2.154421679,2.072625994,2.31678293,2.241546564
3.097951071,2.15486301,2.072868633,2.317179518,2.241714668
3.098297536,2.155304384,2.073116449,2.317580931,2.241912064
3.098643726,2.155739394,2.073360987,2.317984176,2.242116041
3.098989639,2.15615865,2.073605729,2.318392374,2.242341
3.099335278,2.156567146,2.073850661,2.318805953,2.242587747
3.099680641,2.156958861,2.074090812,2.31922247,2.242862765
3.10002573,2.157357191,2.074334576,2.319642783,2.243139448
3.100370545,2.157735711,2.074576231,2.320063446,2.243420447
3.100715087,2.158106534,2.074814154,2.320486491,2.243704011
3.101059355,2.158475806,2.075063021,2.320912556,2.243992758
3.101403351,2.158878327,2.075315117,2.321344071,2.24428445
3.101747074,2.159269046,2.075573607,2.321777318,2.244577478
3.102090526,2.159680157,2.075829115,2.322212891,2.244878053
3.102433706,2.160103664,2.076087211,2.322656914,2.245195762
3.102776615,2.160514989,2.076333796,2.323110101,2.245518896
3.103119254,2.160921016,2.07658313,2.323565484,2.245870572
3.103461622,2.161344448,2.076828709,2.324018508,2.246273572
3.103803721,2.161771496,2.077074474,2.324473134,2.246707226
3.104145551,2.16218953,2.077318859,2.324928772,2.247164613
3.104487111,2.162591847,2.077562094,2.325383842,2.247644106
3.104828404,2.162997252,2.077804135,2.325841374,2.248132004
3.105169428,2.163391982,2.078042316,2.326297876,2.248631099
3.105510185,2.163780217,2.07827516,2.326752445,2.249141621
3.105850674,2.1641604,2.078503953,2.327202238,2.249657164
3.106190897,2.164557565,2.078734261,2.327650849,2.250175671
3.106530854,2.164965319,2.078966248,2.328092653,2.250691452
3.106870544,2.165363213,2.07919551,2.328529187,2.251215315
3.10720997,2.165750211,2.079423145,2.328967895,2.251747574
3.10754913,2.166136993,2.07964987,2.329406861,2.252290681
3.107888025,2.166524767,2.079872823,2.329842741,2.25283627
3.108226656,2.166911057,2.080095975,2.33027314,2.25338312
3.108565024,2.167296551,2.080320487,2.330697555,2.253930578
3.108903128,2.167686182,2.080557074,2.331117337,2.25448087
3.109240969,2.168075011,2.080797664,2.331529478,2.255030529
3.109578547,2.168457352,2.081034213,2.331942,2.255580967
3.109915863,2.168833554,2.08126785,2.332350243,2.256147958
3.110252917,2.169214789,2.081502512,2.332754884,2.256712699
3.11058971,2.169592452,2.081739367,2.33315178,2.257279271
3.110926242,2.169962159,2.081971482,2.333547338,2.257838126
3.111262514,2.170326591,2.082199603,2.333939559,2.258389177
3.111598525,2.170693261,2.082429808,2.334329755,2.258933905
3.111934276,2.171056872,2.082657534,2.334718255,2.259475044
3.112269768,2.171421053,2.08288394,2.335115303,2.260006082
3.112605002,2.171788114,2.083112517,2.33550975,2.260528833
3.112939976,2.172162373,2.083347789,2.335898313,2.261045234
3.113274692,2.172534942,2.083581263,2.336283338,2.261555877
3.113609151,2.172910873,2.083822682,2.336667023,2.262062117
3.113943352,2.173289128,2.08406964,2.337048457,2.262567612
3.114277297,2.173665591,2.084317673,2.337423114,2.263069231
3.114610984,2.17403737,2.084562906,2.337796494,2.263564416
3.114944416,2.174405636,2.084805783,2.338167781,2.26405534
3.115277591,2.174764928,2.0850425,2.338530477,2.264547377
3.115610512,2.175118651,2.0852752,2.338890575,2.265038971
3.115943177,2.175469334,2.085506194,2.339246434,2.265535891
3.116275588,2.175814444,2.08573374,2.339600174,2.266038135
3.116607744,2.176153429,2.085957445,2.339955185,2.266569966
3.116939647,2.176492006,2.086181648,2.340310997,2.26710215
3.117271296,2.176827892,2.086403268,2.340673489,2.267638866
3.117602692,2.177162,2.086623455,2.341035573,2.26816764
3.117933835,2.177491034,2.086839968,2.341391985,2.268695645
3.118264726,2.177811896,2.087051566,2.34175126,2.269228358
3.118595365,2.178123036,2.08725781,2.342104904,2.269778043
3.118925753,2.178433729,2.08746454,2.342457704,2.270327508
3.119255889,2.178744357,2.087671953,2.342810701,2.270877058
3.119585775,2.179049153,2.087876777,2.343161948,2.271426
3.11991541,2.179354452,2.088082825,2.343518231,2.271990587
3.120244796,2.179661779,2.088291862,2.343879634,2.272549813
3.120573931,2.179967945,2.088500385,2.344241764,2.273100178
3.120902818,2.180270002,2.088705112,2.344601357,2.273637407
3.121231455,2.180568046,2.08890884,2.344960328,2.274164768
3.121559844,2.18086413,2.089111225,2.345318408,2.27468489
3.121887985,2.18115625,2.089311909,2.34567212,2.275197944
3.122215878,2.181450409,2.089517585,2.346029806,2.275699788
3.122543524,2.181745313,2.089724972,2.346386048,2.276188617
3.122870923,2.182048922,2.089936424,2.346744005,2.276667661
3.123198075,2.18235337,2.090149157,2.347098525,2.277134818
3.123524981,2.182657512,2.090363579,2.347462543,2.277591132
3.123851641,2.182960299,2.090577875,2.347825369,2.278040175
3.124178055,2.183267208,2.090792472,2.348185201,2.278482078
3.124504225,2.183579286,2.091007201,2.348544578,2.278911512
3.124830149,2.183901154,2.091228362,2.348909588,2.279334805
3.12515583,2.184227228,2.091464437,2.349286618,2.279751481
3.125481266,2.184550089,2.091699735,2.349660671,2.280163797
3.125806458,2.184870118,2.091934918,2.350033663,2.280569623
3.126131407,2.185189113,2.092172981,2.350409098,2.280971508
3.126456113,2.185505138,2.092411738,2.350783414,2.281362825
3.126780577,2.185828944,2.092651329,2.351157214,2.281746296
3.127104798,2.186149463,2.09289037,2.351535737,2.282122002
3.127428778,2.186472697,2.093130717,2.35191216,2.28249516
3.127752516,2.186788005,2.093367884,2.352288337,2.28286969
3.128076013,2.187097845,2.093602944,2.352667595,2.283242324
3.128399269,2.187419481,2.093842112,2.353046917,2.283599273
3.128722284,2.187749387,2.094082388,2.353425098,2.283943158
3.12904506,2.18808858,2.094323657,2.353799551,2.284278306
3.129367596,2.188427634,2.094563902,2.354173771,2.284603383
3.129689892,2.188769803,2.094803164,2.354546085,2.28491894
3.13001195,2.189118957,2.095042344,2.354916772,2.285228336
3.130333768,2.189480208,2.095282194,2.355285675,2.285524018
3.130655349,2.189843121,2.09552235,2.355652971,2.285811927
3.130976692,2.190208338,2.095760963,2.356018812,2.286096521
3.131297797,2.190573068,2.095999576,2.356382742,2.286371957
3.131618664,2.19093968,2.096238309,2.356744747,2.286645083
3.131939295,2.191312033,2.096476843,2.357104813,2.286910186
3.13225969,2.191690679,2.096715617,2.357463558,2.287168306
3.132579848,2.192062973,2.09695118,2.357821041,2.287420624
3.13289977,2.192433986,2.097184514,2.358177675,2.287671737
3.133219457,2.192811088,2.097417857,2.358531876,2.287922807
3.133538908,2.193182559,2.09764994,2.358883489,2.288171936
3.133858125,2.193547406,2.097879322,2.359232821,2.28841157
3.134177108,2.19391192,2.098107728,2.359579689,2.288643327
3.134495856,2.194284542,2.098336935,2.359924968,2.288868072
3.13481437,2.194650316,2.09856343,2.36026783,2.289086001
3.135132651,2.195012824,2.098788435,2.360608181,2.289291064
3.135450699,2.195374868,2.099011992,2.360946282,2.289485445
3.135768515,2.195742973,2.099237736,2.361283172,2.289671547
3.136086097,2.196115767,2.099462598,2.361618519,2.289850741
3.136403448,2.196499429,2.099689802,2.361954269,2.290032458
3.136720567,2.196880243,2.09991538,2.362288058,2.290226338
3.137037455,2.197254907,2.100137526,2.362621068,2.290428601
3.137354111,2.19763478,2.100356794,2.362954321,2.290642949
3.137670537,2.198024734,2.100577452,2.363289371,2.290853152
3.137986733,2.198421296,2.100795724,2.363622937,2.291073922
3.138302698,2.198827306,2.101014701,2.363959108,2.291326323
3.138618434,2.199234435,2.101234753,2.36429666,2.29158868
3.13893394,2.199653312,2.101462369,2.364642425,2.291859393
3.139249218,2.200065392,2.101687977,2.364992486,2.292143122
3.139564266,2.200474468,2.101920692,2.36535146,2.292428413
3.139879086,2.200888315,2.102170553,2.365726543,2.292710918
3.140193679,2.201294585,2.102417749,2.366102078,2.292997006
3.140508043,2.201694046,2.102663519,2.36647838,2.293281247
3.14082218,2.202103132,2.102911016,2.36686577,2.293576075
3.14113609,2.202510837,2.103156603,2.367252691,2.293868168
3.141449773,2.20291151,2.103399637,2.367644069,2.294167742
3.14176323,2.203316119,2.103639594,2.36803981,2.294481073
3.142076461,2.20372872,2.103878848,2.368437507,2.294798767
3.142389466,2.204145319,2.104127951,2.368844498,2.295115448
3.142702246,2.20457062,2.104379155,2.369256409,2.295426015
3.1430148,2.204988555,2.104628015,2.369669429,2.295727076
3.14332713,2.205401462,2.10487798,2.370084498,2.296022699
3.143639235,2.205812262,2.105125011,2.370499594,2.296307035
3.143951116,2.206233674,2.105375537,2.370918843,2.296585129
3.144262774,2.206648304,2.105623939,2.371337766,2.296861299
3.144574208,2.207058853,2.105871243,2.371755342,2.297137335
3.144885418,2.207479629,2.106120111,2.37217042,2.297419777
3.145196406,2.207894352,2.106365712,2.372580237,2.297691759
3.145507171,2.208309071,2.106610117,2.37298738,2.297960691
3.145817714,2.208720719,2.106851695,2.37339191,2.298225529
3.146128036,2.20913199,2.107103054,2.373790539,2.298491658
3.146438135,2.209540436,2.107359808,2.374181168,2.298759431
3.146748014,2.209954539,2.107613424,2.374571139,2.299030371
3.147057671,2.210371626,2.107863594,2.374958114,2.299331354
3.147367108,2.210783196,2.108111883,2.375341733,2.299645674
3.147676324,2.211191303,2.108361558,2.375724049,2.299957985
